Date,Customer ID,Truck ID,Invoice Number,Freight ID,City,Net Revenue,Weight (Kg),Weight (Cubic),Goods Value
2019-06-12,43261,29,1010269,12/06/2019:MML-3632,Woodland Heights,4.11,9.8,9.8,82.1
2019-06-12,42532,29,1010268,12/06/2019:MML-3632,Woodland Heights,4.76,6.12,6.12,95.11
2019-06-12,39993,29,1010273,12/06/2019:MML-3632,Woodland Heights,20.07,12.95,12.95,401.3
2019-06-12,41756,29,1010271,12/06/2019:MML-3632,Woodland Heights,32.64,24.4,24.4,652.8
2019-06-12,7330,29,1010338,12/06/2019:MML-3632,Woodland Heights,14.0,17.31,17.31,233.28
2019-06-12,154,29,1010337,12/06/2019:MML-3632,Woodland Heights,10.16,28.07,28.07,169.28
2019-06-12,8649,29,1010339,12/06/2019:MML-3632,Woodland Heights,13.13,43.89,43.89,218.9
2019-06-13,31194,29,1010821,13/06/2019:MML-3632,Woodland Heights,18.67,3.62,6.0,373.44
2019-06-13,7046,29,1010834,13/06/2019:MML-3632,Woodland Heights,56.55,109.87,109.87,942.51
2019-06-13,39933,29,1010835,13/06/2019:MML-3632,Woodland Heights,26.92,89.77,89.77,448.5
2019-06-13,4752,29,1010836,13/06/2019:MML-3632,Woodland Heights,27.98,106.43,106.43,466.2
2019-06-14,40500,29,1011623,14/06/2019:MML-3632,Woodland Heights,103.34,80.49,80.49,2066.84
2019-06-14,4904,29,1011645,14/06/2019:MML-3632,Woodland Heights,39.51,137.72,137.72,658.54
2019-06-14,31875,29,1011648,14/06/2019:MML-3632,Woodland Heights,23.24,68.64,68.64,387.4
2019-06-14,35508,29,1011646,14/06/2019:MML-3632,Woodland Heights,22.81,76.82,76.82,380.2
2019-06-14,13722,29,1011647,14/06/2019:MML-3632,Woodland Heights,12.58,26.41,26.41,209.64
2019-06-17,40500,29,1012144,17/06/2019:MML-3632,Woodland Heights,23.95,17.36,18.0,479.04
2019-06-17,9390,29,1012146,17/06/2019:MML-3632,Woodland Heights,12.84,10.57,30.0,256.72
2019-06-17,12891,29,1012147,17/06/2019:MML-3632,Woodland Heights,14.94,12.13,12.13,298.85
2019-06-17,14581,29,1012145,17/06/2019:MML-3632,Woodland Heights,9.04,7.25,7.25,180.72
2019-06-17,18172,29,1012159,17/06/2019:MML-3632,Woodland Heights,13.45,39.58,39.58,224.0
2019-06-17,33040,29,1012156,17/06/2019:MML-3632,Woodland Heights,20.88,18.03,18.03,348.0
2019-06-18,31930,29,1012946,18/06/2019:MML-3632,Woodland Heights,17.31,6.94,9.0,346.15
2019-06-18,42990,29,1012942,18/06/2019:MML-3632,Woodland Heights,18.69,11.47,12.0,373.86
2019-06-18,33389,29,1012938,18/06/2019:MML-3632,Woodland Heights,22.84,38.39,48.0,456.88
2019-06-18,37392,29,1012943,18/06/2019:MML-3632,Woodland Heights,27.8,67.38,117.0,555.81
2019-06-18,35508,29,1012941,18/06/2019:MML-3632,Woodland Heights,11.64,8.03,8.03,232.73
2019-06-18,39709,29,1012945,18/06/2019:MML-3632,Woodland Heights,18.67,9.79,45.0,373.54
2019-06-18,41665,29,1012940,18/06/2019:MML-3632,Woodland Heights,21.08,34.1,39.0,421.85
2019-06-18,39709,29,1012944,18/06/2019:MML-3632,Woodland Heights,3.35,0.18,0.18,66.96
2019-06-18,36895,29,1012939,18/06/2019:MML-3632,Woodland Heights,27.39,37.71,37.71,547.83
2019-06-19,4904,29,1013702,19/06/2019:MML-3632,Woodland Heights,12.92,7.49,9.0,258.42
2019-06-19,27270,29,1013704,19/06/2019:MML-3632,Woodland Heights,11.07,8.45,9.0,221.45
2019-06-19,43041,29,1013701,19/06/2019:MML-3632,Woodland Heights,41.02,7.6,9.0,820.5
2019-06-19,21857,29,1013709,19/06/2019:MML-3632,Woodland Heights,22.25,15.28,24.0,444.95
2019-06-19,4355,29,1013706,19/06/2019:MML-3632,Woodland Heights,1.27,0.33,0.33,25.26
2019-06-19,242,29,1013710,19/06/2019:MML-3632,Woodland Heights,14.45,12.16,12.16,288.78
2019-06-19,21857,29,1013708,19/06/2019:MML-3632,Woodland Heights,1.27,0.33,0.33,25.26
2019-06-19,4355,29,1013707,19/06/2019:MML-3632,Woodland Heights,27.83,15.86,15.86,556.57
2019-06-19,25446,29,1013703,19/06/2019:MML-3632,Woodland Heights,7.88,5.44,5.44,157.52
2019-06-19,43018,29,1013714,19/06/2019:MML-3632,Woodland Heights,9.14,6.08,6.08,183.01
2019-06-19,4356,29,1013713,19/06/2019:MML-3632,Woodland Heights,23.98,9.52,9.52,479.69
2019-06-19,39993,29,1013711,19/06/2019:MML-3632,Woodland Heights,10.08,7.48,7.48,201.66
2019-06-19,4356,29,1013712,19/06/2019:MML-3632,Woodland Heights,1.27,0.33,0.33,25.26
2019-06-19,43041,29,1013700,19/06/2019:MML-3632,Woodland Heights,9.14,10.4,10.4,183.0
2019-06-19,6645,29,1013705,19/06/2019:MML-3632,Woodland Heights,11.06,3.33,3.33,221.24
2019-06-21,42996,29,1014756,21/06/2019:MML-3632,Woodland Heights,5.0,3.0,3.0,99.92
2019-06-21,42996,29,1014755,21/06/2019:MML-3632,Woodland Heights,6.25,2.52,9.0,125.07
2019-06-21,14075,29,1014599,21/06/2019:MML-3632,Woodland Heights,6.25,2.52,9.0,125.07
2019-06-21,42996,29,1014758,21/06/2019:MML-3632,Woodland Heights,416.61,195.14,474.0,8332.37
2019-06-21,14075,29,1014601,21/06/2019:MML-3632,Woodland Heights,403.3,573.76,1083.0,8065.97
2019-06-21,4904,29,1014596,21/06/2019:MML-3632,Woodland Heights,15.05,24.94,69.0,300.96
2019-06-21,14075,29,1014600,21/06/2019:MML-3632,Woodland Heights,40.14,16.8,45.0,802.8
2019-06-21,42996,29,1014757,21/06/2019:MML-3632,Woodland Heights,6.67,4.0,4.0,133.5
2019-06-24,4752,29,1015064,24/06/2019:MML-3632,Woodland Heights,4.6,6.0,6.0,92.08
2019-06-24,7046,29,1015061,24/06/2019:MML-3632,Woodland Heights,1.54,4.06,6.0,30.79
2019-06-24,9390,29,1015063,24/06/2019:MML-3632,Woodland Heights,0.98,1.3,6.0,19.36
2019-06-24,24586,29,1015059,24/06/2019:MML-3632,Woodland Heights,18.37,12.42,15.0,367.38
2019-06-24,39933,29,1015060,24/06/2019:MML-3632,Woodland Heights,18.65,16.02,16.02,372.93
2019-06-24,7046,29,1015062,24/06/2019:MML-3632,Woodland Heights,23.61,76.48,138.0,472.4
2019-06-25,37037,29,1015885,25/06/2019:MML-3632,Woodland Heights,5.82,3.2,9.0,116.49
2019-06-25,6125,29,1015882,25/06/2019:MML-3632,Woodland Heights,3.12,2.26,15.0,62.44
2019-06-25,8649,29,1015887,25/06/2019:MML-3632,Woodland Heights,11.94,12.35,21.0,238.81
2019-06-25,6125,29,1015883,25/06/2019:MML-3632,Woodland Heights,41.16,18.18,27.0,823.24
2019-06-25,22247,29,1015890,25/06/2019:MML-3632,Woodland Heights,50.29,32.56,72.0,1005.76
2019-06-25,37037,29,1015886,25/06/2019:MML-3632,Woodland Heights,0.33,0.22,0.22,6.46
2019-06-25,33881,29,1015884,25/06/2019:MML-3632,Woodland Heights,44.39,68.2,81.0,887.83
2019-06-25,41756,29,1015889,25/06/2019:MML-3632,Woodland Heights,54.54,43.02,43.02,1090.81
2019-06-25,10780,29,1015888,25/06/2019:MML-3632,Woodland Heights,13.14,6.85,6.85,262.99
2019-06-26,16517,29,1016617,26/06/2019:MML-3632,Woodland Heights,23.59,4.71,6.0,471.83
2019-06-26,39781,29,1016619,26/06/2019:MML-3632,Woodland Heights,12.9,10.09,12.0,257.92
2019-06-26,25446,29,1016615,26/06/2019:MML-3632,Woodland Heights,7.13,7.45,12.0,142.66
2019-06-26,43261,29,1016616,26/06/2019:MML-3632,Woodland Heights,9.16,6.7,6.7,183.15
2019-06-26,41756,29,1016614,26/06/2019:MML-3632,Woodland Heights,98.51,27.05,51.0,1970.2
2019-06-26,10308,29,1016618,26/06/2019:MML-3632,Woodland Heights,22.73,43.8,63.0,454.87
2019-06-26,31930,29,1016621,26/06/2019:MML-3632,Woodland Heights,205.27,209.37,315.0,4105.41
2019-06-26,31930,29,1016620,26/06/2019:MML-3632,Woodland Heights,9.33,6.63,6.63,186.47
2019-06-27,7046,29,1017214,27/06/2019:MML-3632,Woodland Heights,9.94,1.98,3.0,198.81
2019-06-27,42403,29,1017218,27/06/2019:MML-3632,Woodland Heights,10.95,9.12,15.0,218.94
2019-06-27,31875,29,1017216,27/06/2019:MML-3632,Woodland Heights,108.13,98.65,105.0,2162.69
2019-06-27,7046,29,1017215,27/06/2019:MML-3632,Woodland Heights,100.43,91.24,91.24,2008.59
2019-06-27,40106,29,1017217,27/06/2019:MML-3632,Woodland Heights,4.42,2.25,2.25,88.43
2019-06-27,14075,29,1017212,27/06/2019:MML-3632,Woodland Heights,277.47,188.99,188.99,5549.4
2019-06-27,7046,29,1017213,27/06/2019:MML-3632,Woodland Heights,3.35,0.18,0.18,66.96
2019-06-27,42996,29,1017211,27/06/2019:MML-3632,Woodland Heights,184.98,124.6,124.6,3699.6
2019-06-28,14075,29,1017961,28/06/2019:MML-3632,Woodland Heights,243.84,188.99,188.99,4876.8
2019-06-28,42996,29,1017962,28/06/2019:MML-3632,Woodland Heights,162.55,124.6,124.6,3251.2
2019-06-28,4904,29,1018120,28/06/2019:MML-3632,Woodland Heights,174.14,145.84,453.0,3482.97
2019-06-28,10166,29,1018123,28/06/2019:MML-3632,Woodland Heights,11.31,26.16,26.16,188.56
2019-06-29,7046,29,1018712,29/06/2019:MML-3632,Woodland Heights,21.95,8.31,15.0,438.93
2019-06-29,7046,29,1018713,29/06/2019:MML-3632,Woodland Heights,108.54,41.55,72.0,2170.8
2019-07-02,31930,29,1019567,02/07/2019:MML-3632,Woodland Heights,9.76,2.54,3.0,195.24
2019-07-02,18800,29,1019558,02/07/2019:MML-3632,Woodland Heights,19.04,7.0,9.0,380.74
2019-07-02,10166,29,1019563,02/07/2019:MML-3632,Woodland Heights,5.0,4.77,12.0,100.09
2019-07-02,41665,29,1019557,02/07/2019:MML-3632,Woodland Heights,19.39,16.3,24.0,387.69
2019-07-02,43143,29,1019562,02/07/2019:MML-3632,Woodland Heights,9.94,22.24,33.0,198.74
2019-07-02,35508,29,1019559,02/07/2019:MML-3632,Woodland Heights,18.61,10.09,10.09,372.22
2019-07-02,12891,29,1019566,02/07/2019:MML-3632,Woodland Heights,20.0,7.95,7.95,399.95
2019-07-02,9390,29,1019565,02/07/2019:MML-3632,Woodland Heights,20.31,13.65,48.0,406.1
2019-07-02,37392,29,1019561,02/07/2019:MML-3632,Woodland Heights,14.67,36.43,63.0,293.68
2019-07-02,10166,29,1019564,02/07/2019:MML-3632,Woodland Heights,0.42,0.61,0.61,8.46
2019-07-02,42990,29,1019560,02/07/2019:MML-3632,Woodland Heights,14.6,8.73,8.73,291.96
2019-07-02,36895,29,1019556,02/07/2019:MML-3632,Woodland Heights,25.36,15.66,15.66,507.1
2019-07-03,3159,29,1020317,03/07/2019:MML-3632,Woodland Heights,7.06,1.64,3.0,141.16
2019-07-03,43018,29,1020312,03/07/2019:MML-3632,Woodland Heights,10.6,2.05,3.0,212.06
2019-07-03,6645,29,1020315,03/07/2019:MML-3632,Woodland Heights,13.6,8.1,9.0,272.08
2019-07-03,4752,29,1020309,03/07/2019:MML-3632,Woodland Heights,9.54,14.69,15.0,190.83
2019-07-03,43041,29,1020308,03/07/2019:MML-3632,Woodland Heights,101.14,19.2,33.0,2023.08
2019-07-03,242,29,1020310,03/07/2019:MML-3632,Woodland Heights,15.69,9.61,9.61,313.71
2019-07-03,21857,29,1020318,03/07/2019:MML-3632,Woodland Heights,19.46,16.85,16.85,389.2
2019-07-03,38550,29,1020314,03/07/2019:MML-3632,Woodland Heights,22.48,14.79,14.79,449.5
2019-07-03,7330,29,1020311,03/07/2019:MML-3632,Woodland Heights,14.66,13.77,13.77,293.29
2019-07-03,41756,29,1020313,03/07/2019:MML-3632,Woodland Heights,40.49,29.45,29.45,809.88
2019-07-03,8427,29,1020320,03/07/2019:MML-3632,Woodland Heights,0.23,0.19,0.19,4.62
2019-07-03,4355,29,1020319,03/07/2019:MML-3632,Woodland Heights,9.3,6.12,6.12,186.0
2019-07-03,8427,29,1020321,03/07/2019:MML-3632,Woodland Heights,52.65,23.43,36.0,1053.08
2019-07-03,41948,29,1020316,03/07/2019:MML-3632,Woodland Heights,30.3,14.2,14.2,606.03
2019-07-05,42996,29,1021499,05/07/2019:MML-3632,Woodland Heights,8.05,0.72,3.0,161.0
2019-07-05,14075,29,1021418,05/07/2019:MML-3632,Woodland Heights,219.27,417.73,420.0,4385.35
2019-07-05,42996,29,1021500,05/07/2019:MML-3632,Woodland Heights,310.31,470.49,470.49,6206.15
2019-07-09,39933,29,1022664,09/07/2019:MML-3632,Woodland Heights,10.49,11.3,24.0,209.78
2019-07-09,34044,29,1022666,09/07/2019:MML-3632,Woodland Heights,18.12,12.46,12.46,362.33
2019-07-09,36844,29,1022665,09/07/2019:MML-3632,Woodland Heights,7.27,4.36,4.36,145.41
2019-07-09,11914,29,1022672,09/07/2019:MML-3632,Woodland Heights,9.8,4.56,4.56,195.79
2019-07-09,8649,29,1022663,09/07/2019:MML-3632,Woodland Heights,29.39,23.14,36.0,587.82
2019-07-09,2131,29,1022667,09/07/2019:MML-3632,Woodland Heights,10.84,21.73,48.0,216.76
2019-07-09,33389,29,1022674,09/07/2019:MML-3632,Woodland Heights,24.36,27.97,27.97,406.0
2019-07-10,39781,29,1023398,10/07/2019:MML-3632,Woodland Heights,4.14,1.85,3.0,82.86
2019-07-10,24063,29,1023390,10/07/2019:MML-3632,Woodland Heights,20.02,6.75,15.0,400.59
2019-07-10,43261,29,1023394,10/07/2019:MML-3632,Woodland Heights,13.12,11.9,15.0,262.32
2019-07-10,25446,29,1023396,10/07/2019:MML-3632,Woodland Heights,7.82,8.27,12.0,156.41
2019-07-10,10780,29,1023393,10/07/2019:MML-3632,Woodland Heights,13.34,10.92,12.0,266.76
2019-07-10,31875,29,1023389,10/07/2019:MML-3632,Woodland Heights,32.02,18.53,21.0,640.56
2019-07-10,41756,29,1023395,10/07/2019:MML-3632,Woodland Heights,18.78,11.09,27.0,375.66
2019-07-10,42403,29,1023388,10/07/2019:MML-3632,Woodland Heights,5.01,8.29,8.29,100.17
2019-07-10,10308,29,1023397,10/07/2019:MML-3632,Woodland Heights,12.65,24.64,39.0,253.03
2019-07-10,154,29,1023392,10/07/2019:MML-3632,Woodland Heights,15.8,6.05,6.05,315.82
2019-07-10,24063,29,1023391,10/07/2019:MML-3632,Woodland Heights,0.78,1.06,1.06,15.56
2019-07-10,4904,29,1023403,10/07/2019:MML-3632,Woodland Heights,60.06,189.49,189.49,1001.01
2019-07-11,42996,29,1023992,11/07/2019:MML-3632,Woodland Heights,1.76,2.46,3.0,35.24
2019-07-11,4904,29,1023909,11/07/2019:MML-3632,Woodland Heights,130.71,183.64,537.0,2614.1
2019-07-11,42996,29,1023993,11/07/2019:MML-3632,Woodland Heights,20.45,1.0,1.0,409.0
2019-07-11,14075,29,1023979,11/07/2019:MML-3632,Woodland Heights,2.2,3.08,3.08,44.05
2019-07-11,42996,29,1023996,11/07/2019:MML-3632,Woodland Heights,256.28,498.21,498.21,5125.51
2019-07-11,42996,29,1023995,11/07/2019:MML-3632,Woodland Heights,135.45,110.55,110.55,2708.83
2019-07-11,42996,29,1023994,11/07/2019:MML-3632,Woodland Heights,0.14,0.1,0.1,3.0
2019-07-11,14075,29,1023980,11/07/2019:MML-3632,Woodland Heights,107.81,276.56,276.56,2156.14
2019-07-16,38670,29,1025648,16/07/2019:MML-3632,Woodland Heights,4.27,3.99,9.0,85.43
2019-07-16,9390,29,1025651,16/07/2019:MML-3632,Woodland Heights,10.86,11.42,12.0,216.9
2019-07-16,15450,29,1025650,16/07/2019:MML-3632,Woodland Heights,20.57,17.9,24.0,411.31
2019-07-16,33389,29,1025653,16/07/2019:MML-3632,Woodland Heights,44.06,37.44,42.0,881.16
2019-07-16,39709,29,1025647,16/07/2019:MML-3632,Woodland Heights,27.58,19.31,48.0,551.52
2019-07-16,12126,29,1025646,16/07/2019:MML-3632,Woodland Heights,12.43,9.03,9.03,248.58
2019-07-16,12891,29,1025652,16/07/2019:MML-3632,Woodland Heights,27.86,14.64,14.64,557.1
2019-07-16,37392,29,1025649,16/07/2019:MML-3632,Woodland Heights,32.02,43.31,72.0,640.31
2019-07-17,21857,29,1026351,17/07/2019:MML-3632,Woodland Heights,11.02,5.84,6.0,220.61
2019-07-17,40259,29,1026350,17/07/2019:MML-3632,Woodland Heights,20.54,8.18,9.0,410.89
2019-07-17,39993,29,1026346,17/07/2019:MML-3632,Woodland Heights,7.27,4.36,4.36,145.41
2019-07-17,24586,29,1026345,17/07/2019:MML-3632,Woodland Heights,24.08,20.85,42.0,481.51
2019-07-17,4356,29,1026347,17/07/2019:MML-3632,Woodland Heights,11.98,8.16,8.16,239.34
2019-07-17,14075,29,1026329,17/07/2019:MML-3632,Woodland Heights,285.01,484.29,717.0,5700.15
2019-07-17,4355,29,1026352,17/07/2019:MML-3632,Woodland Heights,13.77,4.86,4.86,275.39
2019-07-17,4752,29,1026353,17/07/2019:MML-3632,Woodland Heights,27.86,15.15,15.15,556.91
2019-07-17,42990,29,1026348,17/07/2019:MML-3632,Woodland Heights,24.05,15.51,51.0,480.96
2019-07-17,6645,29,1026349,17/07/2019:MML-3632,Woodland Heights,21.75,7.54,7.54,435.09
2019-07-17,8427,29,1026354,17/07/2019:MML-3632,Woodland Heights,35.14,15.03,15.03,702.88
2019-07-17,42996,29,1026327,17/07/2019:MML-3632,Woodland Heights,145.58,245.2,245.2,2911.58
2019-07-17,42996,29,1026326,17/07/2019:MML-3632,Woodland Heights,7.92,17.69,17.69,158.17
2019-07-17,42996,29,1026328,17/07/2019:MML-3632,Woodland Heights,225.28,449.77,684.0,4505.56
2019-07-17,31930,29,1026356,17/07/2019:MML-3632,Woodland Heights,46.45,146.5,146.5,774.22
2019-07-17,42037,29,1026099,17/07/2019:MML-3632,Woodland Heights,63.86,360.87,360.87,17929.95
2019-07-18,42996,29,1026876,18/07/2019:MML-3632,Woodland Heights,65.8,40.0,40.0,1316.0
2019-07-18,42996,29,1026875,18/07/2019:MML-3632,Woodland Heights,20.45,1.0,1.0,409.0
2019-07-18,31875,29,1026949,18/07/2019:MML-3632,Woodland Heights,32.9,69.12,69.12,548.4
2019-07-18,154,29,1026947,18/07/2019:MML-3632,Woodland Heights,16.33,45.72,45.72,272.2
2019-07-19,43158,29,1027584,19/07/2019:MML-3632,Woodland Heights,5.9,6.33,6.33,117.98
2019-07-19,41665,29,1027583,19/07/2019:MML-3632,Woodland Heights,19.67,29.42,36.0,393.49
2019-07-19,39933,29,1027675,19/07/2019:MML-3632,Woodland Heights,42.14,137.56,137.56,702.4
2019-07-19,31930,29,1027677,19/07/2019:MML-3632,Woodland Heights,162.77,407.23,407.23,2712.86
2019-07-19,35508,29,1027676,19/07/2019:MML-3632,Woodland Heights,61.89,188.38,188.38,1031.5
2019-07-19,7046,29,1027674,19/07/2019:MML-3632,Woodland Heights,48.18,134.39,134.39,803.03
2019-07-19,4752,29,1027672,19/07/2019:MML-3632,Woodland Heights,38.28,126.41,126.41,637.92
2019-07-19,8649,29,1027673,19/07/2019:MML-3632,Woodland Heights,14.49,21.27,21.27,241.5
2019-07-23,6125,29,1028509,23/07/2019:MML-3632,Woodland Heights,4.07,2.9,3.0,81.4
2019-07-23,154,29,1028710,23/07/2019:MML-3632,Woodland Heights,2.54,1.61,9.0,50.73
2019-07-23,43018,29,1028713,23/07/2019:MML-3632,Woodland Heights,9.96,8.89,9.0,199.2
2019-07-23,3001,29,1028508,23/07/2019:MML-3632,Woodland Heights,10.54,24.2,24.2,210.81
2019-07-23,41948,29,1028712,23/07/2019:MML-3632,Woodland Heights,11.51,16.13,16.13,229.92
2019-07-23,7046,29,1028707,23/07/2019:MML-3632,Woodland Heights,5.16,3.06,3.06,103.29
2019-07-23,8649,29,1028711,23/07/2019:MML-3632,Woodland Heights,15.46,22.18,39.0,309.1
2019-07-23,7046,29,1028708,23/07/2019:MML-3632,Woodland Heights,145.17,190.71,240.0,2903.39
2019-07-23,37037,29,1028510,23/07/2019:MML-3632,Woodland Heights,9.35,4.55,4.55,187.02
2019-07-23,23104,29,1028511,23/07/2019:MML-3632,Woodland Heights,30.54,32.45,32.45,610.7
2019-07-23,10780,29,1028709,23/07/2019:MML-3632,Woodland Heights,9.73,4.86,4.86,194.65
2019-07-23,33040,29,1028739,23/07/2019:MML-3632,Woodland Heights,20.02,18.03,18.03,333.62
2019-07-24,43261,29,1029402,24/07/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-07-24,37142,29,1029405,24/07/2019:MML-3632,Woodland Heights,4.54,2.18,3.0,90.88
2019-07-24,42403,29,1029407,24/07/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-07-24,13722,29,1029404,24/07/2019:MML-3632,Woodland Heights,6.72,4.95,6.0,134.38
2019-07-24,25446,29,1029401,24/07/2019:MML-3632,Woodland Heights,5.92,7.25,12.0,118.44
2019-07-24,31875,29,1029406,24/07/2019:MML-3632,Woodland Heights,31.63,22.92,30.0,632.6
2019-07-24,41756,29,1029400,24/07/2019:MML-3632,Woodland Heights,49.59,27.26,27.26,991.86
2019-07-24,22247,29,1029399,24/07/2019:MML-3632,Woodland Heights,55.75,28.9,84.0,1114.91
2019-07-24,31930,29,1029398,24/07/2019:MML-3632,Woodland Heights,32.0,18.91,18.91,640.01
2019-07-24,38550,29,1029403,24/07/2019:MML-3632,Woodland Heights,20.08,8.82,8.82,401.68
2019-07-26,4904,29,1030659,26/07/2019:MML-3632,Woodland Heights,3.12,1.62,3.0,62.35
2019-07-26,40106,29,1030661,26/07/2019:MML-3632,Woodland Heights,11.42,15.45,15.45,228.33
2019-07-26,4904,29,1030660,26/07/2019:MML-3632,Woodland Heights,52.13,40.81,60.0,1042.6
2019-07-26,43103,29,1030658,26/07/2019:MML-3632,Woodland Heights,9.34,6.8,6.8,186.86
2019-07-26,42403,29,1030662,26/07/2019:MML-3632,Woodland Heights,28.57,25.08,25.08,571.45
2019-07-26,32470,29,1030541,26/07/2019:MML-3632,Woodland Heights,63.86,193.71,193.71,9514.84
2019-07-29,9390,29,1031091,29/07/2019:MML-3632,Woodland Heights,5.1,5.63,18.0,102.03
2019-07-29,10166,29,1031092,29/07/2019:MML-3632,Woodland Heights,14.73,25.56,27.0,294.77
2019-07-29,43041,29,1031089,29/07/2019:MML-3632,Woodland Heights,125.05,23.26,33.0,2500.98
2019-07-29,12891,29,1031090,29/07/2019:MML-3632,Woodland Heights,11.89,7.1,7.1,237.78
2019-07-29,4904,29,1030966,29/07/2019:MML-3632,Woodland Heights,29.87,114.8,114.8,912.6
2019-07-30,36895,29,1031726,30/07/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-07-30,37392,29,1031723,30/07/2019:MML-3632,Woodland Heights,12.17,14.01,18.0,243.37
2019-07-30,41665,29,1031725,30/07/2019:MML-3632,Woodland Heights,16.31,19.82,27.0,326.21
2019-07-30,39709,29,1031720,30/07/2019:MML-3632,Woodland Heights,30.92,12.61,33.0,618.13
2019-07-30,42990,29,1031721,30/07/2019:MML-3632,Woodland Heights,9.19,4.99,4.99,183.86
2019-07-30,33389,29,1031719,30/07/2019:MML-3632,Woodland Heights,20.93,34.48,34.48,418.58
2019-07-30,36895,29,1031727,30/07/2019:MML-3632,Woodland Heights,26.06,22.09,22.09,521.16
2019-07-30,4752,29,1031718,30/07/2019:MML-3632,Woodland Heights,21.55,32.14,42.0,431.23
2019-07-30,18800,29,1031724,30/07/2019:MML-3632,Woodland Heights,16.99,3.17,3.17,339.75
2019-07-30,43143,29,1031722,30/07/2019:MML-3632,Woodland Heights,12.71,20.0,36.0,254.28
2019-07-30,43261,29,1031728,30/07/2019:MML-3632,Woodland Heights,14.66,9.37,9.37,293.28
2019-07-31,4356,29,1032406,31/07/2019:MML-3632,Woodland Heights,15.52,5.88,6.0,310.47
2019-07-31,242,29,1032404,31/07/2019:MML-3632,Woodland Heights,13.34,8.88,9.0,266.75
2019-07-31,7330,29,1032410,31/07/2019:MML-3632,Woodland Heights,9.29,11.04,12.0,185.81
2019-07-31,21857,29,1032402,31/07/2019:MML-3632,Woodland Heights,21.78,13.94,21.0,435.56
2019-07-31,10308,29,1032407,31/07/2019:MML-3632,Woodland Heights,10.9,21.17,30.0,217.97
2019-07-31,4355,29,1032403,31/07/2019:MML-3632,Woodland Heights,11.02,3.59,3.59,220.31
2019-07-31,31930,29,1032409,31/07/2019:MML-3632,Woodland Heights,4.11,6.36,6.36,82.2
2019-07-31,41612,29,1032251,31/07/2019:MML-3632,Woodland Heights,92.17,87.02,531.0,1843.3
2019-07-31,16619,29,1032401,31/07/2019:MML-3632,Woodland Heights,26.48,22.37,48.0,529.6
2019-07-31,6645,29,1032408,31/07/2019:MML-3632,Woodland Heights,12.53,9.13,9.13,250.57
2019-07-31,39993,29,1032405,31/07/2019:MML-3632,Woodland Heights,14.63,6.31,6.31,292.55
2019-07-31,8427,29,1032411,31/07/2019:MML-3632,Woodland Heights,46.93,17.34,17.34,938.54
2019-08-01,4904,29,1032757,01/08/2019:MML-3632,Woodland Heights,28.92,112.06,112.06,696.42
2019-08-06,7046,29,1034687,06/08/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-08-06,18172,29,1034684,06/08/2019:MML-3632,Woodland Heights,5.42,1.45,3.0,108.3
2019-08-06,11914,29,1034678,06/08/2019:MML-3632,Woodland Heights,11.8,2.56,12.0,235.98
2019-08-06,39933,29,1034680,06/08/2019:MML-3632,Woodland Heights,18.33,16.29,21.0,366.61
2019-08-06,8649,29,1034681,06/08/2019:MML-3632,Woodland Heights,9.64,18.22,24.0,192.8
2019-08-06,7046,29,1034688,06/08/2019:MML-3632,Woodland Heights,37.78,26.51,27.0,755.52
2019-08-06,34044,29,1034686,06/08/2019:MML-3632,Woodland Heights,9.77,11.56,11.56,195.33
2019-08-06,42990,29,1034685,06/08/2019:MML-3632,Woodland Heights,9.19,4.99,4.99,183.86
2019-08-06,6125,29,1034683,06/08/2019:MML-3632,Woodland Heights,8.08,3.92,3.92,161.73
2019-08-06,3001,29,1034682,06/08/2019:MML-3632,Woodland Heights,12.2,16.32,16.32,244.07
2019-08-07,22247,29,1035298,07/08/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-08-07,31875,29,1035288,07/08/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-08-07,41756,29,1035295,07/08/2019:MML-3632,Woodland Heights,1.3,2.63,3.0,25.96
2019-08-07,25446,29,1035292,07/08/2019:MML-3632,Woodland Heights,6.94,9.48,12.0,138.87
2019-08-07,31875,29,1035289,07/08/2019:MML-3632,Woodland Heights,39.51,20.08,21.0,789.93
2019-08-07,2131,29,1035290,07/08/2019:MML-3632,Woodland Heights,5.33,13.08,27.0,106.46
2019-08-07,43261,29,1035294,07/08/2019:MML-3632,Woodland Heights,11.41,10.74,30.0,228.23
2019-08-07,41756,29,1035296,07/08/2019:MML-3632,Woodland Heights,24.96,18.66,18.66,499.28
2019-08-07,37142,29,1035287,07/08/2019:MML-3632,Woodland Heights,4.12,5.06,5.06,82.34
2019-08-07,22247,29,1035297,07/08/2019:MML-3632,Woodland Heights,25.52,14.55,14.55,510.35
2019-08-07,154,29,1035293,07/08/2019:MML-3632,Woodland Heights,9.41,5.45,5.45,188.21
2019-08-07,39993,29,1035291,07/08/2019:MML-3632,Woodland Heights,9.02,6.76,6.76,180.35
